entid,CaseType,Probability,lime
205948444,4,[0.09484643 0.25113247 0.32021029 0.33381081],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
971775807,4,[0.14445771 0.26963577 0.21823023 0.36767628],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1004161783,2,[0.07844917 0.16807748 0.50182867 0.25164469],"[('certificate_num > 0.00', 0.16124604542078816), ('ttype_abnormal_2 <= 0.00', -0.098343419469867), ('year > 7.00', 0.0818415967065529), ('0.00 < BUSST <= 9.91', 0.0804747822280655), ('so1 <= 0.00', -0.07977626706934624), ('taxtype2 <= 0.00', 0.06159691493445243), ('taxtype3 <= 0.00', 0.046112643518858645), ('ttype_shareholder_4.0 <= 0.00', -0.04560586616817466), ('REGCAP > 1730.00', 0.04195946231308005), ('tax_dum <= 0.00', -0.03473331984745762)]"
902038745,1,[0.06439191 0.59525837 0.11994057 0.22040916],"[('LIMPARNUM <= 0.00', -0.14863964918547717), ('0.00 < BUSST <= 9.91', 0.14001044493726744), ('INDUSTRYPHY <= 10.00', 0.12292146005612156), ('registertype > 8.00', 0.10608266190097472), ('tax_dum <= 0.00', -0.1009434814168102), ('honor_num <= 0.00', -0.09712015086064774), ('taxtype2 <= 0.00', -0.09595172975850003), ('taxtype0 <= 0.00', -0.08414846293366175), ('region_id > 348.50', -0.07647174701717062), ('web_dum <= 0.00', -0.06550569611053234)]"
994414322,3,[0.02259534 0.10037264 0.06889442 0.8081376 ],"[('taxtype3 <= 0.00', 0.2077364414072274), ('BUSST > 11.00', 0.18176769552043576), ('region_id > 348.50', 0.1795555847450378), ('registertype > 8.00', -0.1693916869512363), ('certificate_num <= 0.00', 0.12516025811800546), ('TRANSAM_delta <= 5.49', 0.11741257350944057), ('taxtype0 <= 0.00', -0.11679751964075137), ('honor_num <= 0.00', 0.09126585851805963), ('taxtype4 <= 0.00', 0.08350663700109887), ('LIMPARNUM <= 0.00', -0.06130989050776922)]"
996805282,3,[0.01411832 0.01842935 0.0069724  0.96047993],"[('taxtype2 <= 0.00', -0.17998167465558854), ('LIMPARNUM <= 0.00', 0.16574234435880064), ('BUSST > 11.00', 0.15991365160051257), ('registertype <= 8.00', 0.15844140484396246), ('tax_dum <= 0.00', 0.13753989612841463), ('certificate_num <= 0.00', 0.11858226544194447), ('taxtype4 <= 0.00', -0.10944702143519082), ('taxtype0 <= 0.00', -0.103811753347339), ('honor_num <= 0.00', -0.07381670880604987), ('taxtype6 <= 0.00', 0.0681876699556718)]"
1040923808,1,[0.02310378 0.80439827 0.01605158 0.15644637],"[('0.00 < BUSST <= 9.91', 0.14363269309737572), ('INDUSTRYPHY <= 10.00', 0.11458195883560679), ('registertype <= 8.00', -0.1037897800486498), ('honor_num <= 0.00', -0.09588249336092758), ('EXENUM <= 0.00', -0.08034713480906568), ('web_dum <= 0.00', -0.06505400496411858), ('ttype_abnormal_2 <= 0.00', 0.050575325317848405), ('LIMPARNUM <= 0.00', 0.04661976397864439), ('taxtype4 <= 0.00', 0.04563600203514388), ('taxtype6 <= 0.00', 0.026085266543763398)]"
485437330,3,[0.00740153 0.02306719 0.01293793 0.95659335],"[('region_id > 348.50', 0.18952759946559908), ('BUSST > 11.00', 0.1635741039813011), ('registertype <= 8.00', 0.16277593610116434), ('certificate_num <= 0.00', 0.12362077329172401), ('taxtype4 <= 0.00', -0.11316948534260066), ('taxtype5 <= 0.00', -0.11223274493450813), ('honor_num <= 0.00', 0.09941730019268347), ('TRANSAM_delta <= 5.49', -0.08164704587695641), ('province_1 <= 0.00', 0.08152195423331558), ('LIMPARNUM <= 0.00', -0.07739124846740275)]"
998298948,4,[0.11311672 0.43687174 0.06639856 0.38361298],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
757960207,3,[0.01332259 0.06878965 0.00661316 0.91127459],"[('LIMPARNUM <= 0.00', 0.23238056231328227), ('honor_num <= 0.00', -0.2032584195445791), ('BUSST > 11.00', 0.1704160746856893), ('registertype <= 8.00', 0.16483883278085634), ('taxtype6 <= 0.00', -0.15447572434550977), ('EXENUM <= 0.00', 0.14343529058634363), ('certificate_num <= 0.00', 0.1303248707574886), ('taxtype5 <= 0.00', -0.12657657553228296), ('tax_dum <= 0.00', 0.12085632527975831), ('taxtype3 <= 0.00', 0.11330597445067657)]"
962456855,3,[0.00959848 0.18654091 0.02708014 0.77678047],"[('taxtype3 <= 0.00', 0.2840551576703624), ('BUSST > 11.00', 0.188439985399357), ('TRANSAM_delta <= 5.49', 0.15731023422748142), ('registertype > 8.00', -0.15605689173560272), ('certificate_num <= 0.00', 0.1290059663619112), ('illegad_num <= 0.00', -0.10053638955614513), ('taxtype1 <= 0.00', 0.09723187235967988), ('taxtype2 <= 0.00', -0.09641918975566689), ('taxtype6 <= 0.00', -0.050486051702763414), ('honor_num <= 0.00', 0.043449568992496766)]"
7575023,3,[0.00762332 0.0324353  0.0132429  0.94669849],"[('region_id > 348.50', 0.1797887378700368), ('registertype > 8.00', -0.16776877718807884), ('BUSST > 11.00', 0.16650559135874776), ('taxtype6 <= 0.00', -0.14578293281204285), ('certificate_num <= 0.00', 0.11985795403833108), ('honor_num <= 0.00', -0.11686540686975627), ('taxtype5 <= 0.00', -0.1057192083006744), ('EXENUM <= 0.00', 0.09972825719058243), ('tax_dum <= 0.00', 0.07905028013436767), ('taxtype0 <= 0.00', -0.06596351264693667)]"
641985686,3,[0.01014123 0.01710855 0.00835813 0.96439208],"[('taxtype2 <= 0.00', 0.21832393026550345), ('region_id > 348.50', 0.18131640141539554), ('BUSST > 11.00', 0.17347417676927315), ('registertype > 8.00', -0.16310969638417622), ('certificate_num <= 0.00', 0.1330006054537221), ('taxtype1 <= 0.00', -0.11612173145844211), ('ttype_abnormal_2 <= 0.00', 0.09066240150998844), ('taxtype0 <= 0.00', -0.08934251123314761), ('tax_dum <= 0.00', 0.08177275902603472), ('taxtype6 <= 0.00', -0.05776233079652363)]"
564800278,4,[0.05011587 0.49920214 0.05756432 0.39311767],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
281344848,1,[0.02440998 0.81533441 0.01198269 0.14827292],"[('honor_num <= 0.00', -0.20433959432836782), ('0.00 < BUSST <= 9.91', 0.1464764003689735), ('INDUSTRYPHY <= 10.00', 0.11725208139694776), ('registertype <= 8.00', -0.11108890993538154), ('web_dum <= 0.00', -0.09407760201750692), ('taxtype4 <= 0.00', -0.08979881581080441), ('EXENUM <= 0.00', -0.07180427006699217), ('taxtype6 <= 0.00', 0.06295126295714712), ('taxtype3 <= 0.00', -0.04921496060989129), ('taxtype1 <= 0.00', 0.045964311691079236)]"
298562678,3,[0.01841616 0.02750132 0.04860902 0.90547351],"[('LIMPARNUM <= 0.00', -0.1840411691084512), ('region_id > 348.50', 0.17905013166740602), ('BUSST > 11.00', 0.17039041403149705), ('registertype > 8.00', -0.14629323820280457), ('honor_num <= 0.00', -0.13521173635166875), ('certificate_num <= 0.00', 0.12418943068188819), ('EXENUM <= 0.00', 0.08799504346042492), ('taxtype6 <= 0.00', -0.06499099036813724), ('taxtype0 <= 0.00', -0.04595738689088678), ('taxtype2 <= 0.00', -0.02268263835524657)]"
947931983,1,[0.0410372  0.52021906 0.07384558 0.36489816],"[('0.00 < BUSST <= 9.91', 0.13875335092842223), ('INDUSTRYPHY <= 10.00', 0.12017177396639386), ('registertype > 8.00', 0.09879843516326076), ('region_id > 348.50', -0.07297939321579847), ('taxtype6 <= 0.00', -0.0657667764792873), ('honor_num <= 0.00', 0.05304785674929671), ('LIMPARNUM <= 0.00', 0.05295801548503088), ('taxtype1 <= 0.00', -0.052010698865339586), ('taxtype4 <= 0.00', 0.05049867667339014), ('tax_dum <= 0.00', 0.04793588913487435)]"
60465899,1,[0.02304851 0.76985883 0.01131436 0.19577831],"[('EXENUM <= 0.00', -0.21234343220309193), ('0.00 < BUSST <= 9.91', 0.13875773932693572), ('INDUSTRYPHY <= 10.00', 0.12512107613452889), ('tax_dum <= 0.00', -0.11518127521315377), ('registertype <= 8.00', -0.10311744298913492), ('taxtype1 <= 0.00', -0.09143530420663758), ('taxtype3 <= 0.00', 0.07359318917915231), ('taxtype5 <= 0.00', 0.06172508413963138), ('taxtype6 <= 0.00', 0.0537506282456547), ('honor_num <= 0.00', 0.04189166718480125)]"
253363228,3,[0.07558466 0.36279157 0.03580011 0.52582365],"[('0.00 < BUSST <= 9.91', -0.3351427575704166), ('registertype <= 8.00', 0.14351046847467724), ('certificate_num <= 0.00', 0.1414607072198739), ('tax_dum <= 0.00', 0.0936926153917821), ('honor_num <= 0.00', -0.0812385073750063), ('taxtype2 <= 0.00', 0.07793112250509886), ('so1 <= 0.00', 0.07341345753683202), ('taxtype3 <= 0.00', -0.06909411697995342), ('region_id <= 68.00', -0.06469691035771556), ('LIMPARNUM <= 0.00', 0.0310407026686276)]"
421844157,3,[0.01528105 0.01820042 0.00827532 0.95824322],"[('taxtype2 <= 0.00', 0.18576890609706795), ('BUSST > 11.00', 0.18263530607915543), ('registertype > 8.00', -0.15285012425180614), ('taxtype5 <= 0.00', -0.1287079089312231), ('honor_num <= 0.00', -0.12026065654105383), ('certificate_num <= 0.00', 0.11920394520007148), ('tax_dum <= 0.00', -0.07875040063680294), ('ASSGRO <= 370525.71', 0.07017057491267017), ('taxtype4 <= 0.00', -0.0688898906609342), ('LIMPARNUM <= 0.00', -0.02884599261350076)]"
992605357,3,[0.03797453 0.10833963 0.05171361 0.80197222],"[('0.00 < BUSST <= 9.91', -0.32074298594512674), ('registertype <= 8.00', 0.15557419109075132), ('certificate_num <= 0.00', 0.1259314929776876), ('taxtype6 <= 0.00', -0.10033839078819415), ('so1 <= 0.00', 0.07850677020019982), ('taxtype0 <= 0.00', -0.05529670860596576), ('taxtype3 <= 0.00', -0.05196237290021573), ('taxtype2 <= 0.00', 0.050021709797427275), ('taxtype5 <= 0.00', -0.03178023402922419), ('tax_dum <= 0.00', 0.024621013475188757)]"
71965709,3,[0.01755529 0.09805786 0.05514875 0.8292381 ],"[('region_id > 348.50', 0.19016430178334132), ('BUSST > 11.00', 0.18006469014833437), ('registertype > 8.00', -0.16587358192551913), ('taxtype2 <= 0.00', -0.13384351953357038), ('certificate_num <= 0.00', 0.12715786630352383), ('taxtype3 <= 0.00', -0.12213396153794907), ('taxtype6 <= 0.00', -0.09891690768260356), ('taxtype1 <= 0.00', 0.09793137158116183), ('taxtype5 <= 0.00', -0.08013949108964012), ('LIMPARNUM <= 0.00', -0.03540036962283063)]"
150481980,2,[0.04812986 0.09823495 0.76637501 0.08726018],"[('certificate_num <= 0.00', -0.1610960533059507), ('ttype_abnormal_2 <= 0.00', -0.08861282715166868), ('0.00 < BUSST <= 9.91', 0.07650334767700968), ('taxtype2 <= 0.00', 0.0715482634412717), ('so1 <= 0.00', -0.06599466424183127), ('taxtype6 <= 0.00', 0.05280927160436251), ('REGCAP > 1730.00', 0.03960744851400982), ('taxtype3 <= 0.00', -0.031862244405222284), ('tax_dum <= 0.00', -0.024578196523680457), ('LIMPARNUM <= 0.00', -0.02372380508301859)]"
399528357,3,[0.04201726 0.01302615 0.00921085 0.93574574],"[('BUSST > 11.00', 0.18126941584905074), ('taxtype6 <= 0.00', 0.1729858389731404), ('taxtype3 <= 0.00', 0.166074804774656), ('registertype <= 8.00', 0.15740174277832075), ('ttype_abnormal_2 <= 0.00', 0.14917534705858054), ('certificate_num <= 0.00', 0.12482014657160538), ('tax_dum <= 0.00', 0.11640771418720093), ('taxtype4 <= 0.00', 0.10426588999029932), ('taxtype2 <= 0.00', -0.07151168953834523), ('taxtype0 <= 0.00', 0.07111757963280169)]"
1122765323,3,[0.02336581 0.10310995 0.12225214 0.75127209],"[('region_id > 348.50', 0.18226230341146582), ('BUSST > 11.00', 0.16717836543570275), ('registertype > 8.00', -0.16639716267799914), ('certificate_num > 0.00', -0.11487714701893509), ('taxtype5 <= 0.00', 0.10568056727579539), ('PROGRO <= 3076.90', 0.10327972165763281), ('ttype_abnormal_2 <= 0.00', 0.10165544508065244), ('taxtype2 <= 0.00', -0.0890688794315867), ('LIMPARNUM <= 0.00', -0.08839662400140423), ('EXENUM <= 0.00', 0.07723816652117464)]"
368750990,3,[0.01039518 0.01585193 0.00781096 0.96594193],"[('BUSST > 11.00', 0.18846049351526378), ('taxtype4 <= 0.00', -0.1565627024222879), ('registertype <= 8.00', 0.15590444246416973), ('taxtype5 <= 0.00', -0.15208231181955592), ('taxtype6 <= 0.00', 0.14459183062625217), ('taxtype0 <= 0.00', 0.1433120553980673), ('certificate_num <= 0.00', 0.10223777861276316), ('so1 <= 0.00', 0.0891451978694614), ('PROGRO <= 3076.90', 0.0842409269324378), ('illegad_num <= 0.00', -0.05180941482365697)]"
702479838,3,[0.08476193 0.2006097  0.0544959  0.66013246],"[('region_id > 348.50', 0.18608259390110682), ('BUSST > 11.00', 0.1765246494431119), ('registertype > 8.00', -0.16220486713459176), ('taxtype0 <= 0.00', 0.14665750136607972), ('certificate_num <= 0.00', 0.12485196096307669), ('EXENUM <= 0.00', 0.11614663391240228), ('so1 <= 0.00', 0.08667671914585), ('taxtype5 <= 0.00', 0.085817443056813), ('honor_num <= 0.00', -0.0780445446189929), ('taxtype2 <= 0.00', -0.07550295805188242)]"
271743487,3,[0.01324301 0.02604846 0.01505151 0.94565703],"[('region_id > 348.50', 0.18511049454743098), ('BUSST > 11.00', 0.1684148201024655), ('registertype > 8.00', -0.15985511874900654), ('taxtype6 <= 0.00', 0.1332564039740718), ('taxtype2 <= 0.00', -0.12485240724931397), ('certificate_num <= 0.00', 0.10878861848058252), ('taxtype1 <= 0.00', 0.08742213635342043), ('taxtype5 <= 0.00', -0.08120030709847989), ('honor_num <= 0.00', 0.06969145733266309), ('taxtype0 <= 0.00', -0.04799332009231982)]"
441659645,3,[0.00881464 0.05893588 0.0114846  0.92076488],"[('BUSST > 11.00', 0.1888354073503664), ('region_id > 348.50', 0.17681636001138115), ('taxtype2 <= 0.00', -0.14339560632933127), ('registertype > 8.00', -0.13413238170072048), ('certificate_num <= 0.00', 0.1331804321119321), ('honor_num <= 0.00', 0.13112180527728307), ('taxtype6 <= 0.00', -0.10932522187650696), ('tax_dum <= 0.00', -0.0987913371821917), ('PROGRO <= 3076.90', 0.09586646637647496), ('LIMPARNUM <= 0.00', -0.09265139056551425)]"
1060869475,4,[0.05557093 0.09221759 0.35810872 0.49410275],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
387011347,3,[0.05140502 0.15774889 0.05877971 0.73206637],"[('0.00 < BUSST <= 9.91', -0.3326288077865157), ('region_id > 348.50', 0.16569914884782425), ('EXENUM <= 0.00', 0.15557789484723536), ('registertype > 8.00', -0.14176857524279937), ('PROGRO <= 3076.90', 0.11292328599463677), ('certificate_num <= 0.00', 0.10626766417562061), ('taxtype2 <= 0.00', 0.09506169521525934), ('taxtype0 <= 0.00', 0.07569430676277575), ('taxtype6 <= 0.00', -0.07009589820511694), ('tax_dum <= 0.00', -0.054498754898896114)]"
992743801,1,[0.03906789 0.71539237 0.01834536 0.22719438],"[('0.00 < BUSST <= 9.91', 0.1405996656578957), ('INDUSTRYPHY <= 10.00', 0.1153482565844612), ('registertype <= 8.00', -0.09603134970714154), ('taxtype3 <= 0.00', 0.08849330337233627), ('taxtype6 <= 0.00', -0.08341339810171702), ('EXENUM <= 0.00', -0.08016556570664887), ('web_dum <= 0.00', -0.06040631097068141), ('taxtype1 <= 0.00', 0.05691692305795537), ('cancel_dum <= 0.00', -0.05151893396342829), ('LIMPARNUM <= 0.00', 0.02590596952292519)]"
630153635,3,[0.00719325 0.06641517 0.0271115  0.89928007],"[('region_id > 348.50', 0.17129917297666206), ('BUSST > 11.00', 0.16362849771636795), ('tax_dum <= 0.00', 0.14931991088176663), ('registertype > 8.00', -0.14079382570778354), ('province_1 <= 0.00', 0.13816527650126723), ('certificate_num <= 0.00', 0.12509898095326868), ('taxtype1 <= 0.00', 0.12077511296253957), ('LIMPARNUM <= 0.00', -0.11809127024611411), ('taxtype2 <= 0.00', -0.08205150421889267), ('taxtype5 <= 0.00', -0.07785174929898225)]"
1002877622,4,[0.28549518 0.26663613 0.0611363  0.38673239],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
960190859,3,[0.01701021 0.0300935  0.00834417 0.94455212],"[('BUSST > 11.00', 0.17861332237445543), ('registertype <= 8.00', 0.15344411952744882), ('certificate_num <= 0.00', 0.11646531607101417), ('ASSGRO <= 370525.71', 0.11045115137463789), ('taxtype0 <= 0.00', 0.09088415302112866), ('taxtype1 <= 0.00', -0.08612079235899746), ('so1 <= 0.00', 0.07472910229100369), ('taxtype6 <= 0.00', -0.057534909526746315), ('PROGRO <= 3076.90', 0.05565948939273894), ('honor_num <= 0.00', 0.034789857821953436)]"
64250574,4,[0.1442732  0.2216944  0.19918876 0.43484364],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
832373586,3,[0.02473927 0.08001019 0.03432636 0.86092418],"[('0.00 < BUSST <= 9.91', -0.3249555487408442), ('region_id > 348.50', 0.1757550243720888), ('registertype <= 8.00', 0.15120473644419444), ('certificate_num <= 0.00', 0.11779109825586448), ('taxtype1 <= 0.00', 0.11696125731584399), ('EXENUM <= 0.00', 0.08941269616291404), ('so1 <= 0.00', 0.07477217297896559), ('ttype_abnormal_2 <= 0.00', 0.04441931717212293), ('PROGRO <= 3076.90', 0.04248960491313199), ('taxtype2 <= 0.00', 0.02452912407876741)]"
334420967,1,[0.08285086 0.58226098 0.15574107 0.17914709],"[('0.00 < BUSST <= 9.91', 0.14015946403811452), ('INDUSTRYPHY <= 10.00', 0.11897061481373615), ('registertype > 8.00', 0.10738307919239837), ('web_dum <= 0.00', -0.07916357875583559), ('region_id > 348.50', -0.07228909335626334), ('EXENUM <= 0.00', -0.06471695901850599), ('honor_num <= 0.00', 0.06254565708466449), ('PROGRO <= 3076.90', 0.05505576941961307), ('tax_dum <= 0.00', 0.03891611082470807), ('taxtype3 <= 0.00', 0.03441461801672931)]"
145669153,3,[0.0155726  0.03635494 0.01833967 0.92973279],"[('region_id > 348.50', 0.18655937565122063), ('BUSST > 11.00', 0.16432348353459691), ('registertype > 8.00', -0.1443660038510277), ('taxtype6 <= 0.00', 0.13087543879758592), ('certificate_num <= 0.00', 0.12194526031591912), ('ttype_abnormal_2 <= 0.00', 0.10036636204327135), ('so1 <= 0.00', 0.08030239405815881), ('tax_dum <= 0.00', -0.07439360249068983), ('EXENUM <= 0.00', 0.061746788435677), ('LIMPARNUM <= 0.00', -0.03341650440427302)]"
123468044,3,[0.00762811 0.02056374 0.0087836  0.96302456],"[('tax_dum <= 0.00', 0.1934874284340211), ('region_id > 348.50', 0.1749321195719987), ('registertype > 8.00', -0.15731024384501174), ('BUSST > 11.00', 0.154266205791212), ('taxtype6 <= 0.00', -0.15334780054572714), ('certificate_num <= 0.00', 0.11594825693793803), ('TRANSAM_delta <= 5.49', -0.10650898998384853), ('illegad_num <= 0.00', -0.08500775280810773), ('taxtype1 <= 0.00', 0.07957751957131504), ('taxtype5 <= 0.00', -0.03351911580195133)]"
1064970384,3,[0.01221035 0.04316092 0.01497062 0.92965812],"[('region_id > 348.50', 0.18421793603122757), ('taxtype2 <= 0.00', 0.16083765628440386), ('registertype > 8.00', -0.15645925009320197), ('LIMPARNUM <= 0.00', -0.15232388027357296), ('BUSST > 11.00', 0.13924944061469793), ('ttype_abnormal_2 <= 0.00', 0.12560280898602091), ('certificate_num <= 0.00', 0.11729344263882725), ('EXENUM <= 0.00', 0.1075196253854593), ('tax_dum <= 0.00', 0.09579414631634725), ('taxtype6 <= 0.00', -0.07431278578499287)]"
266873316,3,[0.02527097 0.17498914 0.05884414 0.74089575],"[('registertype > 8.00', -0.18142829032252733), ('BUSST > 11.00', 0.17687778786716438), ('tax_dum <= 0.00', -0.172829839525322), ('region_id > 348.50', 0.17015521375757917), ('certificate_num > 0.00', -0.12963919501960006), ('honor_num <= 0.00', -0.11892597411588755), ('taxtype4 <= 0.00', 0.1052662784074212), ('taxtype3 <= 0.00', -0.10165478807704259), ('LIMPARNUM <= 0.00', -0.10010774060669178), ('taxtype0 <= 0.00', -0.06983331367604029)]"
117777861,4,[0.05931218 0.24190048 0.29073928 0.40804806],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1178585909,4,[0.29118204 0.18761181 0.08229562 0.43891053],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
211873984,3,[0.01863991 0.09355048 0.08017317 0.80763644],"[('region_id > 348.50', 0.18313130396100613), ('taxtype2 <= 0.00', 0.17377536335554752), ('registertype > 8.00', -0.16340639266489845), ('LIMPARNUM <= 0.00', 0.16251942173566067), ('BUSST > 11.00', 0.1468750520005883), ('honor_num <= 0.00', -0.13140501685968684), ('taxtype3 <= 0.00', -0.12898217925818828), ('certificate_num > 0.00', -0.12529715240565137), ('EXENUM <= 0.00', 0.10286398199779272), ('taxtype0 <= 0.00', 0.055882289126509825)]"
128976427,4,[0.25181172 0.18391525 0.12299969 0.44127334],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
186900972,1,[0.0174688  0.74186254 0.2198057  0.02086296],"[('LIMPARNUM <= 0.00', -0.1870623147708598), ('0.00 < BUSST <= 9.91', 0.13601037758130666), ('INDUSTRYPHY <= 10.00', 0.12779302050526528), ('registertype > 8.00', 0.10930577128373116), ('EXENUM <= 0.00', -0.10809954978370319), ('taxtype3 <= 0.00', 0.08930550374427265), ('web_dum <= 0.00', -0.06031775472989436), ('ALTTIME > 9.00', 0.05387395853746127), ('taxtype0 <= 0.00', -0.041564271948292174), ('honor_num <= 0.00', -0.039707995763820725)]"
452584000,4,[0.14646756 0.45811044 0.1616475  0.2337745 ],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
962571330,1,[0.04694331 0.68423563 0.05947501 0.20934605],"[('taxtype2 <= 0.00', -0.19400872794853916), ('0.00 < BUSST <= 9.91', 0.14098065994356365), ('honor_num <= 0.00', 0.12778732381200603), ('INDUSTRYPHY <= 10.00', 0.12697980693456942), ('registertype > 8.00', 0.11605745235230545), ('taxtype5 <= 0.00', -0.10786623086746555), ('taxtype1 <= 0.00', 0.0770503707581698), ('taxtype0 <= 0.00', -0.0755520262329606), ('taxtype3 <= 0.00', 0.06328355163368399), ('tax_dum <= 0.00', 0.03949277828957321)]"
154380173,3,[0.0141781  0.04860434 0.00695491 0.93026266],"[('BUSST > 11.00', 0.1673828011331073), ('registertype <= 8.00', 0.157153437922812), ('taxtype2 <= 0.00', -0.1447984465708801), ('certificate_num <= 0.00', 0.14292043436750834), ('taxtype6 <= 0.00', -0.12994681723744214), ('illegad_num <= 0.00', -0.1293713488401968), ('taxtype0 <= 0.00', -0.12632783050706692), ('taxtype4 <= 0.00', -0.0819037247894883), ('LIMPARNUM <= 0.00', -0.07382313073690652), ('taxtype5 <= 0.00', 0.06010805984044605)]"
738718558,3,[0.01559712 0.05560394 0.00731875 0.9214802 ],"[('BUSST > 11.00', 0.18011085504009341), ('registertype <= 8.00', 0.15490383312471775), ('certificate_num <= 0.00', 0.12954327519351255), ('taxtype3 <= 0.00', -0.09315754241071808), ('EXENUM <= 0.00', 0.08449516028037318), ('honor_num <= 0.00', -0.08436034461019352), ('taxtype5 <= 0.00', -0.0825558893992961), ('taxtype0 <= 0.00', 0.07976384337810934), ('tax_dum <= 0.00', -0.06060476450782468), ('taxtype6 <= 0.00', 0.03476823150950133)]"
922668334,3,[0.016176   0.01364014 0.00841876 0.9617651 ],"[('BUSST > 11.00', 0.1819885137060331), ('region_id > 348.50', 0.16701398320905855), ('registertype > 8.00', -0.1528018321580034), ('certificate_num <= 0.00', 0.14124403358786744), ('taxtype0 <= 0.00', 0.1345116573528022), ('TRANSAM_delta <= 5.49', 0.11984499749230557), ('EXENUM <= 0.00', 0.1190642575257513), ('ttype_abnormal_2 <= 0.00', 0.07828668438023473), ('taxtype2 <= 0.00', 0.07458299031095114), ('LIMPARNUM <= 0.00', 0.06750029883046978)]"
529391715,3,[0.01755698 0.04243541 0.03161333 0.90839427],"[('BUSST > 11.00', 0.17331889232426417), ('region_id > 348.50', 0.17271702578774303), ('EXENUM <= 0.00', 0.16755363708911059), ('registertype > 8.00', -0.1495334291829966), ('taxtype2 <= 0.00', -0.14602599256459436), ('taxtype1 <= 0.00', 0.1294363504822748), ('certificate_num <= 0.00', 0.12174286494653225), ('taxtype3 <= 0.00', 0.11522521635361177), ('ttype_abnormal_2 <= 0.00', 0.10380273534447619), ('taxtype0 <= 0.00', -0.05712551055548952)]"
973296977,4,[0.06607599 0.44422497 0.31035377 0.17934527],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
255811528,4,[0.0733689  0.44386139 0.22682713 0.25594258],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
1134393147,3,[0.10148907 0.01681283 0.00794847 0.87374962],"[('BUSST > 11.00', 0.15265277425076387), ('registertype <= 8.00', 0.14346853765442064), ('certificate_num <= 0.00', 0.12234799339467538), ('taxtype3 <= 0.00', -0.12011057876121321), ('taxtype4 <= 0.00', -0.11656729339113583), ('honor_num <= 0.00', 0.09165963313225294), ('PROGRO <= 3076.90', 0.07465482166312877), ('tax_dum <= 0.00', -0.07260704273989003), ('taxtype1 <= 0.00', 0.042432846966641624), ('taxtype6 <= 0.00', -0.012021159344045471)]"
570711046,1,[0.04962731 0.58421674 0.02302926 0.34312669],"[('0.00 < BUSST <= 9.91', 0.14553070759315437), ('INDUSTRYPHY <= 10.00', 0.1196149423403566), ('registertype <= 8.00', -0.10321180730704678), ('tax_dum <= 0.00', 0.10003854431358157), ('web_dum <= 0.00', -0.05660434597574942), ('ttype_abnormal_2 <= 0.00', 0.05548874535832489), ('taxtype3 <= 0.00', 0.04973529572626936), ('TRANSAM_delta <= 5.49', 0.04518248964497403), ('ALTTIME <= 0.00', -0.04246654926768152), ('CONAM_delta <= 0.00', -0.04100687603532796)]"
907595559,4,[0.07719726 0.36766281 0.22056447 0.33457547],"[(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' '),(' ',' ')]"
